time_c,ECG data
11.096,2300.19567
11.1,2307.728208
11.104,2270.110222
11.108,2218.611803
11.112,2210.989858
11.116,2239.801257
11.12,2254.486353
11.124,2219.930556
11.128,2169.661483
11.132,2156.071622
11.136,2178.222201
11.14,2178.266904
11.144,2131.484703
11.148,2072.319635
11.152,2052.538342
11.156,2064.451821
11.16,2054.214722
11.164,1995.384931
11.168,1924.418142
11.172,1898.177194
11.176,1900.457072
11.18,1866.795345
11.184,1782.842193
11.188,1685.790919
11.192,1639.031069
11.196,1630.403296
11.2,1587.934981
11.204,1490.146099
11.208,1375.839278
11.212,1301.117396
11.216,1279.100928
11.22,1249.440163
11.224,1181.133232
11.228,1095.682513
11.232,1061.149068
11.236,1078.315208
11.24,1081.578562
11.244,1050.353175
11.248,1027.688507
11.252,1071.29676
11.256,1182.563744
11.26,1302.95024
11.264,1379.169688
11.268,1447.186047
11.272,1576.669702
11.276,1738.786905
11.28,1869.611665
11.284,1946.456962
11.288,1992.30039
11.292,2077.50524
11.296,2191.856765
11.3,2273.820612
11.304,2298.966324
11.308,2296.21706
11.312,2327.285984
11.316,2397.82809
11.32,2443.380945
11.324,2429.612271
11.328,2392.06134
11.332,2392.329561
11.336,2443.403297
11.34,2473.846373
11.344,2449.125343
11.348,2405.427683
11.352,2407.43934
11.356,2454.869742
11.36,2482.00476
11.364,2455.674405
11.368,2411.999096
11.372,2410.166253
11.376,2454.288596
11.38,2477.936742
11.384,2453.282768
11.388,2417.743494
11.392,2422.660878
11.396,2458.289559
11.4,2474.539277
11.404,2447.67248
11.408,2400.242078
11.412,2396.509337
11.416,2443.470352
11.42,2475.589809
11.424,2454.914445
11.428,2409.696866
11.432,2405.092407
11.436,2444.520884
11.44,2469.353672
11.444,2447.851294
11.448,2406.858195
11.452,2404.444206
11.456,2443.671518
11.46,2470.135983
11.464,2447.873646
11.468,2399.973857
11.472,2396.062302
11.476,2441.235178
11.48,2472.438213
11.484,2454.936797
11.488,2413.519015
11.492,2408.311058
11.496,2449.617082
11.5,2477.869687
11.504,2460.904713
11.508,2424.449018
11.512,2427.488855
11.516,2474.58398
11.52,2503.998876
11.524,2478.562591
11.528,2432.29448
11.532,2426.930061
11.536,2470.806536
11.54,2504.311801
11.544,2492.107748
11.548,2456.881399
11.552,2459.653015
11.556,2500.735521
11.56,2520.82974
11.564,2499.707341
11.568,2463.452812
11.572,2468.481954
11.576,2518.974545
11.58,2553.12801
11.584,2526.171807
11.588,2460.882361
11.592,2447.359556
11.596,2473.220524
11.6,2479.903696
11.604,2451.785201
11.608,2407.238174
11.612,2403.505433
11.616,2447.381907
11.62,2482.474146
11.624,2473.756966
11.628,2442.732745
11.632,2457.239027
11.636,2502.031923
11.64,2528.161112
11.644,2504.088283
11.648,2449.706489
11.652,2442.93391
11.656,2488.956152
11.66,2512.514891
11.664,2492.621838
11.668,2453.014547
11.672,2449.795896
11.676,2495.371103
11.68,2522.75199
11.684,2500.4673
11.688,2454.266245
11.692,2444.051497
11.696,2486.050425
11.7,2518.058123
11.704,2503.462434
11.708,2467.990216
11.712,2486.475108
11.716,2585.962723
11.72,2710.640754
11.724,2734.087734
11.728,2653.509695
11.732,2556.167848
11.736,2388.172136
11.74,2084.30017
11.744,1492.470681
11.748,1084.774862
11.752,1105.673743
11.756,1669.898828
11.76,2457.28373
11.764,2741.799085
11.768,2560.504086
11.772,2439.961128
11.776,2403.840709
11.78,2368.10027
11.784,2313.092627
11.788,2260.051937
11.792,2257.0121
11.796,2310.969211
11.8,2347.000223
11.804,2321.630993
11.808,2265.326949
11.812,2240.74003
11.816,2271.294865
11.82,2292.596077
11.824,2270.244333
11.828,2222.188082
11.832,2199.210489
11.836,2221.539881
11.84,2237.834303
11.844,2209.134663
11.848,2152.875322
11.852,2121.560528
11.856,2143.219369
11.86,2156.272788
11.864,2123.50513
11.868,2058.394499
11.872,2025.135103
11.876,2043.530589
11.88,2046.168094
11.884,1996.547222
11.888,1915.209224
11.892,1861.185057
11.896,1860.022767
11.9,1847.863418
11.904,1783.579801
11.908,1686.57323
11.912,1613.863005
11.916,1591.198336
11.92,1557.313091
11.924,1476.332721
11.928,1363.29995
11.932,1280.956123
11.936,1258.962006
11.94,1235.291509
11.944,1167.051633
11.948,1073.978969
11.952,1021.295908
11.956,1033.052925
11.96,1056.879885
11.964,1049.727327
11.968,1028.850797
11.972,1059.651501
11.976,1166.649302
11.98,1290.925001
11.984,1385.182307
11.988,1456.439669
11.992,1553.312129
11.996,1701.772416
12,1844.018918
12.004,1933.515302
12.008,1980.677483
12.012,2040.848379
12.016,2147.265035
12.02,2237.767248
12.024,2271.116051
12.028,2259.493143
12.032,2268.232676
12.036,2327.733019
12.04,2375.744566
12.044,2378.516183
12.048,2347.290796
12.052,2337.165455
12.056,2381.198392
12.06,2417.788198
12.064,2404.243041
12.068,2363.540514
12.072,2348.430735
12.076,2390.988456
12.08,2426.706544
12.084,2411.485006
12.088,2362.311168
12.092,2342.932206
12.096,2379.164383
12.1,2415.955355
12.104,2408.556927
12.108,2368.435546
12.112,2348.855418
12.116,2377.577409
12.12,2411.864985
12.124,2401.761997
12.128,2356.276197
12.132,2341.613453
12.136,2380.036101
12.14,2414.457788
12.144,2405.025352
12.148,2358.10904
12.152,2336.293737
12.156,2370.15663
12.16,2409.450997
12.164,2401.896107
12.168,2359.628959
12.172,2338.417153
12.176,2372.749433
12.18,2409.607459
12.184,2404.153634
12.188,2364.859267
12.192,2347.447258
12.196,2389.200317
12.2,2428.092352
12.204,2419.822206
12.208,2375.78927
12.212,2355.583293
12.216,2391.323732
12.22,2432.205073
12.224,2428.58409
12.228,2388.686226
12.232,2366.960331
12.236,2403.952468
12.24,2445.660823
12.244,2443.224483
12.248,2402.454901
12.252,2384.193526
12.256,2421.163311
12.26,2460.412974
12.264,2455.920274
12.268,2414.658954
12.272,2394.63179
12.276,2427.757076
12.28,2464.503344
12.284,2457.619006
12.288,2416.737666
12.292,2397.537517
12.296,2432.786218
12.3,2471.387681
12.304,2471.052405
12.308,2440.698736
12.312,2422.906747
12.316,2460.055346
12.32,2501.987219
12.324,2503.998876
12.328,2466.693815
12.332,2454.735631
12.336,2493.828832
12.34,2517.745199
12.344,2497.00278
12.348,2446.6443
12.352,2403.237212
12.356,2418.749323
12.36,2450.309986
12.364,2444.833809
12.368,2401.963163
12.372,2367.899104
12.376,2404.220689
12.38,2457.373137
12.384,2463.117535
12.388,2434.909634
12.392,2416.514148
12.396,2450.332338
12.4,2493.851184
12.404,2488.375007
12.408,2441.548102
12.412,2414.837767
12.416,2442.173951
12.42,2482.585905
12.424,2481.915353
12.428,2445.191436
12.432,2418.995192
12.436,2452.455753
12.44,2495.035827
12.444,2495.639324
12.448,2453.863913
12.452,2424.404314
12.456,2456.859047
12.46,2502.501309
12.464,2523.109618
12.468,2533.994917
12.472,2598.367941
12.476,2680.108271
12.48,2730.57851
12.484,2676.599047
12.488,2444.766753
12.492,2060.853191
12.496,1563.459821
12.5,1158.55797
12.504,1170.762023
12.508,1511.335553
12.512,2161.68191
12.516,2618.193939
12.52,2583.884011
12.524,2444.900864
12.528,2306.789435
12.532,2219.058838
12.536,2237.700193
12.54,2295.121824
12.544,2312.556185
12.548,2279.162679
12.552,2252.251178
12.556,2275.251123
12.56,2307.728208
12.564,2305.336571
12.568,2259.850771
12.572,2223.57389
12.576,2241.902321
12.58,2275.184068
12.584,2265.706928
12.588,2213.06857
12.592,2172.902485
12.596,2190.314494
12.6,2220.802274
12.604,2210.721637
12.608,2156.809229
12.612,2106.450749
12.616,2111.479892
12.62,2139.799552
12.624,2119.571223
12.628,2055.041737
12.632,2002.179861
12.636,1997.754216
12.64,2005.443216
12.644,1972.161469
12.648,1895.740854
12.652,1822.538891
12.656,1801.684714
12.66,1792.587554
12.664,1740.39623
12.668,1647.278863
12.672,1557.000167
12.676,1517.549338
12.68,1495.778739
12.684,1433.931462
12.688,1333.817999
12.692,1242.86875
12.696,1211.688067
12.7,1208.312954
12.704,1171.87961
12.708,1100.443435
12.712,1045.234626
12.716,1063.920684
12.72,1122.057572
12.724,1163.430651
12.728,1182.027302
12.732,1227.691916
12.736,1346.491438
12.74,1494.929373
12.744,1605.995191
12.748,1673.095128
12.752,1746.431201
12.756,1866.8624
12.76,1997.642457
12.764,2075.113603
12.768,2101.265144
12.772,2126.075581
12.776,2197.31059
12.78,2281.308446
12.784,2312.936164
12.788,2296.105301
12.792,2282.537792
12.796,2318.90408
12.8,2375.588104
12.804,2386.965142
12.808,2350.375336
12.812,2318.792322
12.816,2342.261653
12.82,2392.44132
12.824,2403.661895
12.828,2364.836915
12.832,2329.342345
12.836,2351.381165
12.84,2391.837822
12.844,2392.843651
12.848,2355.80681
12.852,2324.581423
12.856,2346.553188
12.86,2391.748415
12.864,2398.811567
12.868,2358.064337
12.872,2319.753447
12.876,2340.026479
12.88,2390.720235
12.884,2405.070055
12.888,2370.044872
12.892,2331.085781
12.896,2349.637729
12.9,2393.581258
12.904,2398.699808
12.908,2361.327691
12.912,2326.123694
12.916,2347.000223
12.92,2393.245982
12.924,2400.77852
12.928,2363.987549
12.932,2333.589176
12.936,2354.890389
12.94,2399.839747
12.944,2406.634677
12.948,2372.011825
12.952,2337.232511
12.956,2356.030328
12.96,2400.890279
12.964,2408.199299
12.968,2375.029311
12.972,2346.486133
12.976,2368.346139
12.98,2416.15652
12.984,2425.901881
12.988,2395.190584
12.992,2362.378223
12.996,2379.790232
13,2424.627832
13.004,2438.865893
13.008,2408.199299
13.012,2377.532706
13.016,2398.409235
13.02,2439.46939
13.024,2445.258492
13.028,2411.485006
13.032,2375.453994
13.036,2397.135186
13.04,2441.39164
13.044,2452.41105
13.048,2422.81734
13.052,2390.317904
13.056,2409.093369
13.06,2458.55778
13.064,2471.231219
13.068,2444.632643
13.072,2415.821244
13.076,2437.927119
13.08,2487.659751
13.084,2500.109673
13.088,2464.011605
13.092,2437.927119
13.096,2456.993158
13.1,2485.357521
13.104,2483.234105
13.108,2436.630718
13.112,2377.465651
13.116,2378.650293
13.12,2421.208015
13.124,2433.769695
13.128,2400.64441
13.132,2356.276197
13.136,2378.896162
13.14,2443.179779
13.144,2468.236085
13.148,2445.191436
13.152,2407.394637
13.156,2421.27507
13.16,2462.625797
13.164,2472.125289
13.168,2436.362497
13.172,2398.811567
13.176,2412.222613
13.18,2457.417841
13.184,2473.064062
13.188,2444.006794
13.192,2412.066151
13.196,2427.198282
13.2,2472.415861
13.204,2488.509117
13.208,2458.602483
13.212,2419.889262
13.216,2431.981555
13.22,2478.29437
13.224,2500.064969
13.228,2506.926955
13.232,2547.763592
13.236,2635.427133
13.24,2712.071265
13.244,2719.31323
13.248,2570.987054
13.252,2241.276472
13.256,1794.129824
13.26,1252.681166
13.264,1083.321999
13.268,1261.107774
13.272,1812.52531
13.276,2436.854236
13.28,2605.498148
13.284,2466.872629
13.288,2318.792322
13.292,2206.027771
13.296,2198.20466
13.3,2257.436783
13.304,2300.799167
13.308,2287.052844
13.312,2255.626292
13.316,2264.164658
13.32,2302.408493
13.324,2310.231603
13.328,2269.909056
13.332,2218.83532
13.336,2219.438817
13.34,2257.816763
13.344,2265.192838
13.348,2225.205568
13.352,2175.070605
13.356,2171.740195
13.36,2206.474806
13.364,2210.654582
13.368,2166.867514
13.372,2112.418665
13.376,2103.165043
13.38,2130.233005
13.384,2128.064886
13.388,2074.599513
13.392,2005.420864
13.396,1984.186707
13.4,2001.956344
13.404,1988.590001
13.408,1920.0372
13.412,1835.659365
13.416,1797.6614
13.42,1794.554507
13.424,1760.401042
13.428,1673.564514
13.432,1567.885467
13.436,1509.927393
13.44,1489.699064
13.444,1447.051936
13.448,1356.25915
13.452,1260.41487
13.456,1212.49273
13.46,1204.446102
13.464,1175.791165
13.468,1110.904051
13.472,1043.021803
13.476,1035.735135
13.48,1086.54065
13.484,1132.54054
13.488,1151.025432
13.492,1175.902924
13.496,1268.774422
13.5,1415.625383
13.504,1543.812638
13.508,1626.625851
13.512,1692.742311
13.516,1800.433016
13.52,1939.684384
13.524,2044.648176
13.528,2088.90463
13.532,2108.060075
13.536,2161.033709
13.54,2248.719603
13.544,2304.844833
13.548,2302.050865
13.552,2279.967341
13.556,2302.587307
13.56,2360.143049
13.564,2389.468538
13.568,2367.005034
13.572,2331.130484
13.576,2337.657194
13.58,2384.729968
13.584,2408.512224
13.588,2381.712482
13.592,2340.249996
13.596,2345.726174
13.6,2386.249886
13.604,2404.086578
13.608,2379.186735
13.612,2337.545435
13.616,2340.562921
13.62,2381.757186
13.624,2400.756168
13.628,2374.671683
13.632,2334.460894
13.636,2337.165455
13.64,2382.427738
13.644,2407.707561
13.648,2384.327636
13.652,2345.390897
13.656,2346.352022
13.66,2387.009846
13.664,2410.009791
13.668,2385.936962
13.672,2343.647461
13.676,2345.16738
13.68,2389.535593
13.684,2417.318811
13.688,2393.916535
13.692,2354.331595
13.696,2357.393784
13.7,2398.789215
13.704,2422.057381
13.708,2399.191546
13.712,2357.192619
13.716,2353.415174
13.72,2399.012732
13.724,2425.521901
13.728,2402.387846
13.732,2360.858305
13.736,2360.992415
13.74,2406.008828
13.744,2432.830922
13.748,2414.323677
13.752,2374.716386
13.756,2374.090537
13.76,2421.453884
13.764,2446.26432
13.768,2422.459712
13.772,2380.639598
13.776,2380.997226
13.78,2427.466503
13.784,2457.820172
13.788,2437.904768
13.792,2392.486023
13.796,2388.35095
13.8,2434.641413
13.804,2462.692852
13.808,2443.783277
13.812,2400.376189
13.816,2397.202241
13.82,2439.08941
13.824,2462.357576
13.828,2441.279881
13.832,2403.326619
13.836,2403.639543
13.84,2445.638471
13.844,2472.885248
13.848,2455.517942
13.852,2421.118608
13.856,2426.259509
13.86,2477.310893
13.864,2515.174748
13.868,2495.616972
13.872,2450.332338
13.876,2450.913483
13.88,2497.427463
13.884,2507.843376
13.888,2468.928989
13.892,2415.038933
13.896,2391.279029
13.9,2420.492759
13.904,2443.023317
13.908,2417.184701
13.912,2376.392767
13.916,2361.886485
13.92,2406.92525
13.924,2453.975672
13.928,2446.733707
13.932,2412.781407
13.936,2410.412122
13.94,2452.098125
13.944,2480.261323
13.948,2461.754079
13.952,2422.236195
13.956,2410.546233
13.96,2451.38287
13.964,2479.83664
13.968,2461.575265
13.972,2418.83873
13.976,2413.898994
13.98,2454.378003
13.984,2483.368216
13.988,2462.961073
13.992,2423.018506
13.996,2419.978669
14,2463.117535
14.004,2493.851184
14.008,2478.339073
14.012,2456.926102
14.016,2504.065931
14.02,2645.127791
14.024,2732.858388
14.028,2734.04303
14.032,2637.885825
14.036,2436.831884
14.04,2094.760787
14.044,1564.59976
14.048,1089.133452
14.052,1067.698129
14.056,1461.71468
14.06,2182.781957
14.064,2635.963575
14.068,2536.475961
14.072,2346.508485
14.076,2236.135571
14.08,2227.463094
14.084,2258.062632
14.088,2264.902266
14.092,2242.908149
14.096,2241.857617
14.1,2285.443519
14.104,2317.920604
14.108,2297.558164
14.112,2244.20455
14.116,2223.909166
14.12,2255.201609
14.124,2277.50865
14.128,2249.703079
14.132,2198.115253
14.136,2181.507907
14.14,2210.654582
14.144,2229.564158
14.148,2202.116215
14.152,2146.460372
14.156,2121.06879
14.16,2141.498285
14.164,2154.462296
14.168,2119.168892
14.172,2051.756031
14.176,2013.288678
14.18,2025.291565
14.184,2029.96308
14.188,1985.326646
14.192,1902.669895
14.196,1848.444563
14.2,1843.7954
14.204,1832.12779
14.208,1769.09587
14.212,1670.904657
14.216,1597.792101
14.22,1578.301379
14.224,1543.700879
14.228,1460.55239
14.232,1352.79463
14.236,1275.904629
14.24,1256.324501
14.244,1235.358564
14.248,1173.555991
14.252,1089.155804
14.256,1044.832295
14.26,1064.457126
14.264,1091.212164
14.268,1090.228688
14.272,1081.511507
14.276,1122.526958
14.28,1235.649137
14.284,1366.272732
14.288,1460.865314
14.292,1519.382181
14.296,1611.471368
14.3,1757.160039
14.304,1889.974104
14.308,1967.065271
14.312,2000.659943
14.316,2055.667586
14.32,2154.104668
14.324,2236.180274
14.328,2259.135516
14.332,2249.345452
14.336,2259.627254
14.34,2315.104284
14.344,2364.680453
14.348,2360.523028
14.352,2322.681525
14.356,2311.08097
14.36,2359.986587
14.364,2397.44811
14.368,2384.461747
14.372,2339.624147
14.376,2322.569766
14.38,2359.696014
14.384,2396.174061
14.388,2385.467575
14.392,2340.249996
14.396,2318.412342
14.4,2351.604682
14.404,2390.630828
14.408,2383.388863
14.412,2343.736868
14.416,2323.821464
14.42,2358.48902
14.424,2396.464634
14.428,2386.406349
14.432,2343.401592
14.436,2322.681525
14.44,2359.807773
14.444,2399.705636
14.448,2393.737721
14.452,2353.951616
14.456,2337.031345
14.46,2369.687244
14.464,2403.639543
14.468,2395.190584
14.472,2350.576502
14.476,2329.252938
14.48,2365.105136
14.484,2406.299401
14.488,2400.107968
14.492,2358.131392
14.496,2336.807828
14.5,2372.07888
14.504,2410.546233
14.508,2406.299401
14.512,2367.027386
14.516,2346.329671
14.52,2379.76788
14.524,2417.519977
14.528,2414.793064
14.532,2375.92338
14.536,2359.159572
14.54,2396.911668
14.544,2441.838675
14.548,2436.116628
14.552,2393.044817
14.556,2372.101232
14.56,2408.936907
14.564,2452.880437
14.568,2441.704564
14.572,2397.716331
14.576,2376.482174
14.58,2407.461692
14.584,2449.550027
14.588,2444.476181
14.592,2403.505433
14.596,2381.868944
14.6,2415.083637
14.604,2456.344957
14.608,2452.142829
14.612,2407.349933
14.616,2390.116738
14.62,2431.802742
14.624,2471.63355
14.628,2463.408108
14.632,2421.208015
14.636,2400.64441
14.64,2439.759963
14.644,2485.424576
14.648,2488.9338
14.652,2456.76964
14.656,2438.754134
14.66,2471.320626
14.664,2517.007591
14.668,2519.93567
14.672,2468.593713
14.676,2422.727933
14.68,2443.090372
14.684,2465.129192
14.688,2439.827018
14.692,2391.279029
14.696,2362.177058
14.7,2392.70954
14.704,2432.205073
14.708,2430.75221
14.712,2408.646334
14.716,2393.268334
14.72,2434.127323
14.724,2480.127213
14.728,2477.489707
14.732,2435.24491
14.736,2411.373247
14.74,2441.503399
14.744,2480.551896
14.748,2477.26619
14.752,2438.418858
14.756,2407.886375
14.76,2436.988346
14.764,2479.210791
14.768,2479.121385
14.772,2440.586977
14.776,2419.464579
14.78,2450.891131
14.784,2494.655847
14.788,2489.31378
14.792,2446.219617
14.796,2421.990326
14.8,2466.515001
14.804,2545.81899
14.808,2625.346497
14.812,2672.598085
14.816,2682.4105
14.82,2699.353123
14.824,2622.418418
14.828,2317.451217
14.832,1790.799414
14.836,1160.122592
14.84,1012.802245
14.844,1278.631542
14.848,1907.184947
14.852,2485.156356
14.856,2559.453554
14.86,2424.694887
14.864,2352.096421
14.868,2276.771042
14.872,2213.180329
14.876,2196.1483
14.88,2247.691422
14.884,2308.957554
14.888,2321.251013
14.892,2282.738958
14.896,2252.765268
14.9,2270.579609
14.904,2304.55426
14.908,2297.960496
14.912,2247.199684
14.916,2209.73816
14.92,2228.223053
14.924,2255.022795
14.928,2241.745858
14.932,2189.308666
14.936,2149.410802
14.94,2164.051195
14.944,2191.253268
14.948,2178.691587
14.952,2124.846235
14.956,2078.667531
14.96,2084.143708
14.964,2099.856985
14.968,2075.426528
14.972,2011.165263
14.976,1951.329643
14.98,1944.065326
14.984,1944.400602
14.988,1903.720427
14.992,1821.801284
14.996,1743.011384
15,1713.976468
15.004,1692.876422
15.008,1634.672479
15.012,1533.799056
15.016,1438.893549
15.02,1405.231822
15.024,1390.72554
15.028,1330.50994
15.032,1227.267233
15.036,1146.398621
15.04,1130.953566
15.044,1137.837903
15.048,1108.445359
15.052,1051.649577
15.056,1024.78278
15.06,1076.54942
15.064,1173.153659
15.068,1246.266216
15.072,1293.227231
15.076,1358.717842
15.08,1497.656285
15.084,1657.650072
15.088,1771.040472
15.092,1833.714763
15.096,1894.131529
15.1,2002.738655
15.104,2123.549834
15.108,2199.188137
15.112,2221.115198
15.116,2231.173483
15.12,2284.884725
15.124,2357.08086
15.128,2382.897125
15.132,2360.657139
15.136,2337.746601
15.14,2370.223686
15.144,2425.656012
15.148,2436.027221
15.152,2400.152671
15.156,2370.223686
15.16,2396.375227
15.164,2446.085506
15.168,2453.394527
15.172,2415.217747
15.176,2381.980703
15.18,2406.634677
15.184,2447.717184
15.188,2449.706489
15.192,2410.993267
15.196,2380.483136
15.2,2411.507358
15.204,2462.53639
15.208,2465.039786
15.212,2423.152616
15.216,2388.149785
15.22,2405.986477
15.224,2444.34207
15.228,2449.97471
15.232,2415.731837
15.236,2390.474366
15.24,2414.860119
15.244,2459.429498
15.248,2464.570399
15.252,2422.146788
15.256,2381.17604
15.26,2394.900011
15.264,2442.330413
15.268,2449.862951
15.272,2414.122512
15.276,2381.980703
15.28,2402.276087
15.284,2451.919312
15.288,2461.575265
15.292,2419.688096
15.296,2385.065244
15.3,2413.407256
15.304,2466.492649
15.308,2473.622855
15.312,2437.658899
15.316,2404.444206
15.32,2422.392657
15.324,2467.230256
15.328,2479.367254
15.332,2446.420782
15.336,2405.852366
15.34,2427.04182
15.344,2478.987274
15.348,2489.31378
15.352,2455.205018
15.356,2417.028238
15.36,2431.467465
15.364,2478.339073
15.368,2497.271001
15.372,2463.028129
15.376,2420.425704
15.38,2439.961128
15.384,2483.815251
15.388,2494.834661
15.392,2458.580131
15.396,2426.01364
15.4,2450.153524
15.404,2497.293353
15.408,2510.860862
15.412,2477.512059
15.416,2437.591843
15.42,2450.958187
15.424,2491.817175
15.428,2499.237955
15.432,2469.800707
15.436,2437.614195
15.44,2461.664672
15.444,2512.090208
15.448,2528.250519
15.452,2498.79092
15.456,2464.480992
15.46,2478.003797
15.464,2525.992993
15.468,2549.082345
15.472,2514.884176
15.476,2453.618044
15.48,2452.343995
15.484,2486.318646
15.488,2492.979466
15.492,2452.679271
15.496,2401.8067
15.5,2411.507358
15.504,2453.863913
15.508,2471.566495
15.512,2457.037861
15.516,2436.563663
15.52,2465.240951
15.524,2509.162129
15.528,2520.293298
15.532,2490.319608
15.536,2454.400355
15.54,2468.459602
15.544,2511.084379
15.548,2516.940536
15.552,2483.234105
15.556,2448.812419
15.56,2465.375062
15.564,2503.484786
15.568,2519.510987
15.572,2489.112614
15.576,2452.343995
15.58,2469.912466
15.584,2513.431312
15.588,2524.182501
15.592,2494.18646
15.596,2456.970806
15.6,2484.798728
15.604,2580.911229
15.608,2694.815719
15.612,2746.448248
15.616,2700.381303
15.62,2640.545683
15.624,2531.178597
15.628,2217.494216
15.632,1650.83279
15.636,1010.276498
15.64,901.9822957
15.644,1271.635446
15.648,2074.17483
15.652,2616.226985
15.656,2575.613865
15.66,2448.253625
15.664,2411.507358
15.668,2360.299511
15.672,2287.678693
15.676,2242.371707
15.68,2271.808955
15.684,2332.6057
15.688,2351.761145
15.692,2320.31224
15.696,2273.127708
15.7,2270.46785
15.704,2304.196632
15.708,2315.886595
15.712,2276.525173
15.716,2231.464056
15.72,2232.447533
15.724,2261.191876
15.728,2260.655434
15.732,2215.169634
15.736,2160.27375
15.74,2151.467163
15.744,2181.306741
15.748,2188.21343
15.752,2142.817037
15.756,2082.042644
15.76,2068.296321
15.764,2089.731644
15.768,2081.081519
15.772,2023.592833
15.776,1952.044899
15.78,1919.433703
15.784,1925.043991
15.788,1905.016828
15.792,1829.669098
15.796,1738.742201
15.8,1684.293352
15.804,1667.328378
15.808,1616.768732
15.812,1516.81173
15.816,1412.876119
15.82,1355.946226
15.824,1334.08622
15.828,1294.009542
15.832,1202.568555
15.836,1110.971106
15.84,1075.565943
15.844,1082.584391
15.848,1075.208315
15.852,1036.428039
15.856,1004.15212
15.86,1039.043193
15.864,1133.993403
15.868,1228.362468
15.872,1287.70635
15.876,1345.284444
15.88,1462.742861
15.884,1631.140903
15.888,1771.800431
15.892,1853.250188
15.896,1917.734971
15.9,2015.009763
15.904,2135.41861
15.908,2216.197814
15.912,2237.454323
15.916,2239.84596
15.92,2285.130594
15.924,2361.81943
15.928,2411.552061
15.932,2404.690075
15.936,2368.569656
15.94,2376.370415
15.944,2425.946584
15.948,2454.132134
15.952,2430.126361
15.956,2386.29459
15.96,2392.821299
15.964,2440.028183
15.968,2463.989254
15.972,2441.950433
15.976,2397.202241
15.98,2393.491852
15.984,2427.198282
15.988,2450.153524
15.992,2430.618099
15.996,2387.367474
16,2385.489927
16.004,2427.958241
16.008,2452.746326
16.012,2429.187587
16.016,2391.994285
16.02,2397.693979
16.024,2439.648204
16.028,2457.507248
16.032,2421.096256
16.036,2375.297532
16.04,2386.875735
16.044,2437.994175
16.048,2460.61414
16.052,2431.601576
16.056,2386.272238
16.06,2380.550191
16.064,2425.298384
16.068,2449.773544
16.072,2422.16914
16.076,2374.179944
16.08,2378.247962
16.084,2425.454846
16.088,2456.568474
16.092,2434.909634
16.096,2395.637619
16.1,2396.956372
16.104,2442.464524
16.108,2472.460565
16.112,2446.6443
16.116,2402.030218
16.12,2406.791139
16.124,2456.032032
16.128,2489.269076
16.132,2465.643283
16.136,2416.804721
16.14,2415.977706
16.144,2460.882361
16.148,2488.620876
16.152,2465.375062
16.156,2426.415971
16.16,2426.930061
16.164,2473.891076
16.168,2506.47992
16.172,2489.850222
16.176,2453.729803
16.18,2459.474201
16.184,2503.820062
16.188,2519.823911
16.192,2498.187423
16.196,2460.502381
16.2,2464.123364
16.204,2516.22528
16.208,2544.522589
16.212,2506.345809
16.216,2454.243893
16.22,2447.426611
16.224,2473.779318
16.228,2484.619914
16.232,2454.288596
16.236,2402.454901
16.24,2394.698846
16.244,2434.328489
16.248,2476.416823
16.252,2474.762794
16.256,2448.544198
16.26,2458.401317
16.264,2503.909469
16.268,2526.708248
16.272,2495.862841
16.276,2449.885303
16.28,2445.057326
16.284,2490.677236
16.288,2518.66162
16.292,2496.578097
16.296,2451.651091
16.3,2443.448
16.304,2485.60339
16.308,2521.723809
16.312,2513.118388
16.316,2471.857068
16.32,2453.171009
16.324,2486.810385
16.328,2515.487673
16.332,2497.338056
16.336,2466.537352
16.34,2484.865783
16.344,2582.229982
16.348,2710.260774
16.352,2740.033298
16.356,2649.911064
16.36,2558.134801
16.364,2414.48014
16.368,2111.479892
16.372,1519.382181
16.376,1042.418306
16.38,1031.153027
16.384,1557.29074
16.388,2372.07888
16.392,2731.60669
16.396,2573.289284
16.4,2445.638471
16.404,2407.193471
16.408,2372.302398
16.412,2315.081932
16.416,2262.220056
16.42,2255.156905
16.424,2303.637839
16.428,2338.998299
16.432,2315.640726
16.436,2263.136478
16.44,2250.798315
16.444,2284.929429
16.448,2308.465816
16.452,2282.247219
16.456,2226.9043
16.46,2206.40775
16.464,2233.654527
16.468,2248.540789
16.472,2217.382457
16.476,2158.798535
16.48,2133.11638
16.484,2160.385509
16.488,2172.276637
16.492,2131.663517
16.496,2066.038795
16.5,2034.299318
16.504,2046.190446
16.508,2046.36926
16.512,2000.525832
16.516,1927.45798
16.52,1882.262752
16.524,1881.033406
16.528,1866.437717
16.532,1797.706103
16.536,1699.649
16.54,1631.923214
16.544,1611.739589
16.548,1576.602647
16.552,1493.297695
16.556,1378.923819
16.56,1301.005638
16.564,1279.883239
16.568,1252.435297
16.572,1181.289694
16.576,1087.814699
16.58,1033.768181
16.584,1037.612681
16.588,1052.118963
16.592,1039.490228
16.596,1014.389219
16.6,1045.301681
16.604,1158.714433
16.608,1287.70635
16.612,1377.627418
16.616,1443.162733
16.62,1544.594949
16.624,1698.442006
16.628,1841.515522
16.632,1926.072171
16.636,1970.77566
16.64,2035.036926
16.644,2143.554645
16.648,2235.934405
16.652,2271.384272
16.656,2268.433841
16.66,2291.299676
16.664,2349.704784
16.668,2394.005942
16.672,2392.508375
16.676,2358.846648
16.68,2351.425868
16.684,2393.491852
16.688,2431.713335
16.692,2423.353782
